movieId,count,title,genres,year,rating
122896,1370,Pirates of the Caribbean: Dead Men Tell No Tales (2017),(no genres listed),2017,3.2536496350364965
122898,922,Justice League (2017),Action|Adventure|Sci-Fi,2017,2.9522776572668112
122906,1853,Black Panther (2017),Action|Adventure|Sci-Fi,2017,3.6840259039395575
122916,3410,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi,2017,3.8501466275659824
122918,4942,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi,2017,3.8598745447187373
122926,2662,Untitled Spider-Man Reboot (2017),Action|Adventure|Fantasy,2017,3.767468069120962
135139,15,Allegiant: Part 2 (2017),Adventure|Romance|Sci-Fi,2017,2.8666666666666667
135446,16,Avatar 3 (2017),Action|Adventure|Fantasy|Sci-Fi,2017,2.9375
143349,13,Sky Sharks (2017),Comedy|Horror,2017,1.8461538461538463
143351,44,The Fantastic Four 2 (2017),(no genres listed),2017,1.4659090909090908
143353,30,The Croods 2 (2017),Adventure|Animation|Children|Comedy|Fantasy,2017,3.216666666666667
143355,3064,Wonder Woman (2017),Action|Adventure|Fantasy,2017,3.6374020887728458
143357,16,Independence Day 3 (2017),(no genres listed),2017,3.8125
143387,207,Pitch Perfect 3 (2017),(no genres listed),2017,2.9468599033816427
166532,144,Live by Night (2017),Crime|Drama,2017,3.079861111111111
166534,1976,Split (2017),Drama|Horror|Thriller,2017,3.596406882591093
167064,136,I Am Not Your Negro (2017),Documentary,2017,3.7904411764705883
167380,272,A Dog's Purpose (2017),Comedy|Drama,2017,3.6544117647058822
167564,103,The Little Hours (2017),Comedy,2017,2.8592233009708736
167634,155,Fist Fight (2017),Comedy,2017,2.8451612903225807
167638,74,Sleepless (2017),Action|Thriller,2017,2.810810810810811
167640,411,A Cure for Wellness (2017),Drama|Horror|Mystery|Thriller,2017,3.201946472019465
167700,19,The Snow Queen 3 (2017),Animation,2017,2.289473684210526
167738,377,xXx: Return of Xander Cage (2017),Action|Adventure|Crime|Thriller,2017,2.7997347480106103
167740,68,The Bye Bye Man (2017),Horror|Thriller,2017,2.0294117647058822
167746,949,The Lego Batman Movie (2017),Action|Animation|Comedy,2017,3.5811380400421498
167842,38,Death Race 2050 (2017),Action|Comedy|Sci-Fi,2017,2.3157894736842106
167856,27,Bright Lights: Starring Carrie Fisher and Debbie Reynolds (2017),Documentary,2017,3.611111111111111
167858,26,Trespass Against Us (2017),Action|Crime|Drama|Thriller,2017,2.75
167980,23,Coin Heist (2017),Crime|Drama,2017,2.347826086956522
168060,113,Rings (2017),Horror,2017,2.3805309734513274
168122,307,Raw (2017),Drama,2017,3.550488599348534
168126,29,Clinical (2017),Thriller,2017,2.6379310344827585
168174,38,Jim Gaffigan: Cinco (2017),Comedy,2017,3.263157894736842
168240,13,Afterimage (2017),Drama,2017,2.8461538461538463
168248,1947,John Wick: Chapter Two (2017),Action|Crime|Thriller,2017,3.6879815100154083
