movieId,count,title,genres,year,rating
73268,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053
73319,966,Leap Year (2010),Comedy|Romance,2010,3.3126293995859215
73321,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173
73744,13,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010,2.8076923076923075
73929,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253
74115,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777
74131,141,Extraordinary Measures (2010),Drama,2010,3.0921985815602837
74154,720,When in Rome (2010),Comedy|Romance,2010,2.984722222222222
74156,696,Edge of Darkness (2010),Drama|Thriller,2010,3.1939655172413794
74324,1095,Temple Grandin (2010),Drama,2010,3.8958904109589043
74450,1147,Valentine's Day (2010),Comedy|Romance,2010,2.916303400174368
74452,659,"Wolfman, The (2010)",Horror|Thriller,2010,2.644916540212443
74458,18594,Shutter Island (2010),Drama|Mystery|Thriller,2010,3.9619769818220933
74530,1956,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,2010,2.9575664621676894
74532,649,Cop Out (2010),Action|Comedy|Crime,2010,2.7026194144838214
74545,2126,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,2010,3.5865475070555033
74580,380,"Spy Next Door, The (2010)",Action|Children|Comedy,2010,2.7263157894736842
74685,1141,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,2010,3.2445223488168273
74688,950,Dear John (2010),Drama|Romance|War,2010,3.170526315789474
74698,484,Tooth Fairy (2010),Comedy|Fantasy,2010,2.3987603305785123
74787,295,My Name is Khan (2010),Drama|Romance,2010,3.6033898305084744
74789,7042,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,2010,3.1341238284578243
74795,1581,Green Zone (2010),Action|Drama|Thriller|War,2010,3.3716002530044276
74851,1082,From Paris with Love (2010),Action|Crime,2010,3.1464879852125693
74916,538,Greenberg (2010),Comedy|Drama,2010,3.20817843866171
74944,326,Brooklyn's Finest (2010),Crime|Drama|Thriller,2010,3.1411042944785277
74946,1273,She's Out of My League (2010),Comedy,2010,3.265907305577376
75341,830,Remember Me (2010),Drama|Romance,2010,3.443975903614458
75395,404,Frozen (2010),Drama|Horror|Thriller,2010,3.0705445544554455
75438,93,Nine Dead (2010),Crime|Mystery|Thriller,2010,2.752688172043011
75803,25,Our Family Wedding (2010),Comedy,2010,2.8
75805,1080,"Bounty Hunter, The (2010)",Action|Comedy|Romance,2010,2.9212962962962963
75985,1252,Repo Men (2010),Action|Sci-Fi|Thriller,2010,3.2468051118210863
76077,2894,Hot Tub Time Machine (2010),Comedy|Sci-Fi,2010,3.086385625431928
76093,13908,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,2010,3.9204774230658614
76175,2459,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,2010,2.735868239121594
76251,11377,Kick-Ass (2010),Action|Comedy,2010,3.625911927573174
