movieId,timestamp,count_x,count_y,title,genres,year,rating_x,rating_y
73268,2009,1,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2010,398,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2011,138,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2012,56,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2013,60,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2014,53,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2015,235,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2016,287,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2017,210,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73268,2018,100,1538,Daybreakers (2010),Action|Drama|Horror|Thriller,2010,3.2113133940182053,3.2113133940182053
73319,2010,145,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2011,51,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2012,40,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2013,30,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2014,38,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2015,147,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2016,197,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2017,203,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73319,2018,115,966,Leap Year (2010),Comedy|Romance,2010,3.312629399585921,3.3126293995859215
73321,2010,698,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2011,372,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2012,224,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2013,165,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2014,190,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2015,1092,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2016,1233,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2017,1177,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73321,2018,508,5659,"Book of Eli, The (2010)",Action|Adventure|Drama,2010,3.4558225834953173,3.4558225834953173
73744,2010,4,13,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010,2.8076923076923075,2.8076923076923075
73744,2011,4,13,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010,2.8076923076923075,2.8076923076923075
73744,2012,1,13,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010,2.8076923076923075,2.8076923076923075
73744,2013,3,13,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010,2.8076923076923075,2.8076923076923075
73744,2015,1,13,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010,2.8076923076923075,2.8076923076923075
73929,2010,205,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2011,72,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2012,43,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2013,30,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2014,23,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2015,149,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2016,152,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2017,154,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
73929,2018,82,910,Legion (2010),Action|Fantasy|Horror|Thriller,2010,2.6252747252747253,2.6252747252747253
74115,2010,27,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777,2.7777777777777777
74115,2011,9,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777,2.7777777777777777
74115,2013,4,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777,2.7777777777777777
74115,2014,2,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777,2.7777777777777777
74115,2015,1,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777,2.7777777777777777
74115,2018,2,45,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010,2.7777777777777777,2.7777777777777777
74131,2010,46,141,Extraordinary Measures (2010),Drama,2010,3.092198581560284,3.0921985815602837
74131,2011,23,141,Extraordinary Measures (2010),Drama,2010,3.092198581560284,3.0921985815602837
74131,2012,11,141,Extraordinary Measures (2010),Drama,2010,3.092198581560284,3.0921985815602837
74131,2013,4,141,Extraordinary Measures (2010),Drama,2010,3.092198581560284,3.0921985815602837
