movieId,count,title,genres,year,rating
99007,2168,Warm Bodies (2013),Comedy|Horror|Romance,2013,3.331180811808118
99335,13,Addicted (2013),Drama,2013,3.1923076923076925
99721,127,Texas Chainsaw 3D (2013),Horror|Mystery|Thriller,2013,2.5866141732283463
99728,928,Gangster Squad (2013),Action|Crime|Drama,2013,3.1761853448275863
99787,123,"Haunted House, A (2013)",Comedy|Horror,2013,2.3495934959349594
99813,1190,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation,2013,3.8046218487394956
99910,734,"Last Stand, The (2013)",Action|Crime|Thriller,2013,3.0756130790190737
99912,861,Mama (2013),Horror,2013,3.142857142857143
99917,745,Upstream Color (2013),Romance|Sci-Fi|Thriller,2013,3.5946308724832217
99957,254,Broken City (2013),Crime|Drama|Thriller,2013,2.968503937007874
100083,557,Movie 43 (2013),Comedy,2013,2.3617594254937164
100108,536,Parker (2013),Crime|Thriller,2013,3.1884328358208953
100163,1289,Hansel & Gretel: Witch Hunters (2013),Action|Fantasy|Horror|IMAX,2013,2.9631497284716835
100244,335,"East, The (2013)",Drama,2013,3.3805970149253732
100359,82,"Haunting in Connecticut 2: Ghosts of Georgia, The (2013)",Drama|Horror|Thriller,2013,2.7621951219512195
100383,1607,Side Effects (2013),Crime|Drama|Mystery|Thriller,2013,3.529247044181705
100390,867,Identity Thief (2013),Comedy|Crime,2013,2.903114186851211
100401,27,21 tapaa pilata avioliitto (2013),Comedy|Romance,2013,3.0
100442,27,Drogówka (2013),Comedy|Crime|Drama,2013,3.2037037037037037
100487,491,Beautiful Creatures (2013),Drama|Fantasy|Romance,2013,3.2718940936863543
100498,1131,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX,2013,2.6021220159151195
100507,307,21 and Over (2013),Comedy,2013,3.086319218241042
100527,619,Safe Haven (2013),Drama|Mystery|Romance,2013,3.5791599353796446
100611,170,Escape from Planet Earth (2013),Adventure|Animation|Comedy|Sci-Fi,2013,2.7529411764705882
100714,1980,Before Midnight (2013),Drama|Romance,2013,3.9366161616161617
100737,278,Snitch (2013),Action|Drama|Thriller,2013,3.091726618705036
100745,262,TPB AFK: The Pirate Bay Away from Keyboard (2013),Documentary,2013,3.6698473282442747
100810,387,Dark Skies (2013),Horror|Sci-Fi|Thriller,2013,3.251937984496124
100882,99,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),Adventure|Comedy|Fantasy|Romance|IMAX,2013,3.6616161616161618
101025,774,Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX,2013,3.011627906976744
101060,55,"Last Exorcism Part II, The (2013)",Horror|Thriller,2013,2.5272727272727273
101076,964,G.I. Joe: Retaliation (2013),Action|Adventure|Sci-Fi|Thriller|IMAX,2013,2.757780082987552
101088,768,Stoker (2013),Drama|Mystery|Thriller,2013,3.4153645833333335
101097,65,Phantom (2013),Thriller,2013,3.1
101106,183,Sound City (2013),Documentary,2013,3.7240437158469946
101112,1455,Oz the Great and Powerful (2013),Action|Adventure|Fantasy|IMAX,2013,2.92233676975945
101137,255,Dead Man Down (2013),Action|Crime|Drama|Romance|Thriller,2013,3.231372549019608
101142,1758,"Croods, The (2013)",Adventure|Animation|Comedy,2013,3.380830489192264
101281,148,I Give It a Year (2013),Comedy|Romance,2013,2.9628378378378377
101283,414,"Incredible Burt Wonderstone, The (2013)",Comedy,2013,2.7729468599033815
101285,811,Spring Breakers (2013),Comedy|Crime|Drama,2013,2.9309494451294698
101296,130,I'm So Excited (Los amantes pasajeros) (2013),Comedy,2013,3.146153846153846
101360,474,"Call, The (2013)",Drama|Thriller,2013,3.467299578059072
101362,1489,Olympus Has Fallen (2013),Action|Thriller,2013,3.2179314976494293
101379,19,InAPPropriate Comedy (2013),Comedy,2013,1.3421052631578947
101428,14,Kill for Me (2013),Drama|Thriller,2013,2.857142857142857
101531,50,Phil Spector (2013),Drama,2013,2.97
101577,700,"Host, The (2013)",Action|Adventure|Romance,2013,3.1864285714285714
101612,300,Admission (2013),Comedy|Romance,2013,2.8566666666666665
101687,43,Blue Caprice (2013),Crime|Drama,2013,2.941860465116279
101739,784,Evil Dead (2013),Horror,2013,3.3093112244897958
101741,702,Trance (2013),Crime|Thriller,2013,3.3276353276353277
