movieId,title,year,genres,rating
95595,Bela Kiss: Prologue (2013),2013,Horror|Mystery|Thriller,2.357142857142857
99007,Warm Bodies (2013),2013,Comedy|Horror|Romance,3.331102907245039
99335,Addicted (2013),2013,Drama,3.1923076923076925
99721,Texas Chainsaw 3D (2013),2013,Horror|Mystery|Thriller,2.5866141732283463
99728,Gangster Squad (2013),2013,Action|Crime|Drama,3.1761853448275863
99787,"Haunted House, A (2013)",2013,Comedy|Horror,2.3495934959349594
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",2013,Action|Animation,3.8046218487394956
99910,"Last Stand, The (2013)",2013,Action|Crime|Thriller,3.0756130790190737
99912,Mama (2013),2013,Horror,3.142857142857143
99917,Upstream Color (2013),2013,Romance|Sci-Fi|Thriller,3.5946308724832217
99957,Broken City (2013),2013,Crime|Drama|Thriller,2.968503937007874
100083,Movie 43 (2013),2013,Comedy,2.3617594254937164
100108,Parker (2013),2013,Crime|Thriller,3.1884328358208953
100163,Hansel & Gretel: Witch Hunters (2013),2013,Action|Fantasy|Horror|IMAX,2.9631497284716835
100244,"East, The (2013)",2013,Drama,3.3805970149253732
100347,Finding Joy (2013),2013,Comedy,2.875
100359,"Haunting in Connecticut 2: Ghosts of Georgia, The (2013)",2013,Drama|Horror|Thriller,2.7621951219512195
100383,Side Effects (2013),2013,Crime|Drama|Mystery|Thriller,3.529247044181705
100387,Kadal (2013),2013,Drama|Romance,3.0
100390,Identity Thief (2013),2013,Comedy|Crime,2.903114186851211
100401,21 tapaa pilata avioliitto (2013),2013,Comedy|Romance,3.0
100442,Drogówka (2013),2013,Comedy|Crime|Drama,3.2037037037037037
100487,Beautiful Creatures (2013),2013,Drama|Fantasy|Romance,3.2718940936863543
100498,"Good Day to Die Hard, A (2013)",2013,Action|Crime|Thriller|IMAX,2.6021220159151195
100507,21 and Over (2013),2013,Comedy,3.086319218241042
100527,Safe Haven (2013),2013,Drama|Mystery|Romance,3.5791599353796446
100611,Escape from Planet Earth (2013),2013,Adventure|Animation|Comedy|Sci-Fi,2.7529411764705882
100613,Saving Lincoln (2013),2013,Drama,3.5
100714,Before Midnight (2013),2013,Drama|Romance,3.9366161616161617
100737,Snitch (2013),2013,Action|Drama|Thriller,3.091726618705036
100745,TPB AFK: The Pirate Bay Away from Keyboard (2013),2013,Documentary,3.6698473282442747
100756,I aionia epistrofi tou Antoni Paraskeva (2013),2013,Drama,3.25
100810,Dark Skies (2013),2013,Horror|Sci-Fi|Thriller,3.251937984496124
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),2013,Adventure|Comedy|Fantasy|Romance|IMAX,3.6616161616161618
101025,Jack the Giant Slayer (2013),2013,Adventure|Fantasy|IMAX,3.011627906976744
101060,"Last Exorcism Part II, The (2013)",2013,Horror|Thriller,2.5272727272727273
101076,G.I. Joe: Retaliation (2013),2013,Action|Adventure|Sci-Fi|Thriller|IMAX,2.757780082987552
101088,Stoker (2013),2013,Drama|Mystery|Thriller,3.4153645833333335
101097,Phantom (2013),2013,Thriller,3.1
101106,Sound City (2013),2013,Documentary,3.7240437158469946
101112,Oz the Great and Powerful (2013),2013,Action|Adventure|Fantasy|IMAX,2.92233676975945
101137,Dead Man Down (2013),2013,Action|Crime|Drama|Romance|Thriller,3.231372549019608
101142,"Croods, The (2013)",2013,Adventure|Animation|Comedy,3.380830489192264
101281,I Give It a Year (2013),2013,Comedy|Romance,2.9628378378378377
101283,"Incredible Burt Wonderstone, The (2013)",2013,Comedy,2.7729468599033815
101285,Spring Breakers (2013),2013,Comedy|Crime|Drama,2.9309494451294698
101296,I'm So Excited (Los amantes pasajeros) (2013),2013,Comedy,3.146153846153846
101360,"Call, The (2013)",2013,Drama|Thriller,3.467299578059072
101362,Olympus Has Fallen (2013),2013,Action|Thriller,3.2179314976494293
101379,InAPPropriate Comedy (2013),2013,Comedy,1.3421052631578947
101428,Kill for Me (2013),2013,Drama|Thriller,2.857142857142857
101531,Phil Spector (2013),2013,Drama,2.97
101577,"Host, The (2013)",2013,Action|Adventure|Romance,3.1864285714285714
101612,Admission (2013),2013,Comedy|Romance,2.8566666666666665
101687,Blue Caprice (2013),2013,Crime|Drama,2.941860465116279
101739,Evil Dead (2013),2013,Horror,3.3093112244897958
101741,Trance (2013),2013,Crime|Thriller,3.3276353276353277
101754,Chasing Beauty (2013),2013,Documentary,3.375
101761,Welcome to the Punch (2013),2013,Action|Adventure|Crime|Thriller,2.893939393939394
101862,50 Children: The Rescue Mission of Mr. And Mrs. Kraus (2013),2013,Documentary,3.375
101864,Oblivion (2013),2013,Action|Adventure|Sci-Fi|IMAX,3.6187818253035644
101880,Siberian Education (Educazione siberiana) (2013),2013,Drama,3.310344827586207
101893,To the Wonder (2013),2013,Drama|Romance,2.9539473684210527
101895,42 (2013),2013,Drama,3.678048780487805
101975,iSteve (2013),2013,Comedy,2.125
101997,Scary Movie 5 (Scary MoVie) (2013),2013,Comedy,2.1441281138790034
102033,Pain & Gain (2013),2013,Action|Comedy|Crime,3.0962389380530975
102051,Iron Man: Rise Of Technovore (2013),2013,Animation,2.816326530612245
102064,Home Run (2013),2013,Drama,2.875
102086,Living on One Dollar (2013),2013,Adventure|Documentary|Drama,3.6666666666666665
102088,"Grandmaster, The (Yi dai zong shi) (2013)",2013,Action|Drama|IMAX,3.0756880733944953
102107,American Winter (2013),2013,Documentary|Drama,4.0
102123,This Is the End (2013),2013,Action|Comedy,3.27336276674025
102125,Iron Man 3 (2013),2013,Action|Sci-Fi|Thriller|IMAX,3.536995515695067
102154,Superman Unbound (2013),2013,Action|Adventure|Animation,3.238095238095238
102160,"Numbers Station, The (2013)",2013,Action|Thriller,2.9592592592592593
102165,"English Teacher, The (2013)",2013,Comedy|Drama,2.852272727272727
102167,Standing Up (2013),2013,Adventure|Children,3.4705882352941178
102235,Manhunt (2013),2013,Documentary|War,3.2777777777777777
102278,Pawn (2013),2013,Crime|Thriller,2.823529411764706
102286,Family Weekend (2013),2013,Comedy|Drama,3.25531914893617
102369,"Arrested Development Documentary Project, The (2013)",2013,Documentary,3.725
102378,Syrup (2013),2013,Comedy|Drama,3.171232876712329
102407,"Great Gatsby, The (2013)",2013,Drama,3.5143618253416724
102445,Star Trek Into Darkness (2013),2013,Action|Adventure|Sci-Fi|IMAX,3.749430676490288
102450,"Last Chance: Diary of Comedians, The (Bokutachi no koukan nikki) (2013)",2013,Comedy|Drama,3.5
102481,"Internship, The (2013)",2013,Comedy,3.119565217391304
102660,Cycling with Moliere (Alceste à bicyclette) (2013),2013,Comedy|Drama,3.347826086956522
102662,Company of Heroes (2013),2013,Action|War,2.4
102684,Only God Forgives (2013),2013,Drama|Thriller,3.1266233766233764
102686,"Hangover Part III, The (2013)",2013,Comedy,2.9591617409994626
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",2013,Action|Crime|Thriller|IMAX,3.2912979351032448
102720,Epic (2013),2013,Adventure|Animation|Fantasy,3.1953020134228187
102753,"Past, The (Le passé) (2013)",2013,Drama|Mystery|Romance,3.811178247734139
