movieId,count,title,genres,year,rating
82152,520,Beastly (2011),Drama|Fantasy|Romance,2011,2.9634615384615386
83349,1862,"Green Hornet, The (2011)",Action|Comedy|Crime|Fantasy|Thriller|IMAX,2011,2.7486573576799143
83480,669,Season of the Witch (2011),Adventure|Drama|Fantasy,2011,2.6704035874439462
83613,2459,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX,2011,2.8489223261488408
83910,302,"Dilemma, The (2011)",Comedy|Drama,2011,2.6506622516556293
84152,9884,Limitless (2011),Sci-Fi|Thriller,2011,3.845912585997572
84273,309,Zeitgeist: Moving Forward (2011),Documentary,2011,3.5436893203883497
84304,51,What Women Want (a.k.a. I Know a Woman's Heart) (2011),Comedy|Romance,2011,2.9705882352941178
84374,2181,No Strings Attached (2011),Comedy|Romance,2011,3.200137551581843
84392,2664,"Lincoln Lawyer, The (2011)",Crime|Drama|Thriller,2011,3.7428678678678677
84395,607,"Rite, The (2011)",Drama|Horror|Thriller,2011,3.0082372322899507
84414,184,All-Star Superman (2011),Action|Adventure|Animation|Sci-Fi,2011,3.5543478260869565
84557,69,From Prada to Nada (2011),Comedy|Romance,2011,2.9057971014492754
84601,2148,Unknown (2011),Drama|Mystery|Thriller,2011,3.485567970204842
84613,280,Sanctum (2011),Action|Adventure|Drama|Thriller|IMAX,2011,3.0017857142857145
84615,455,Cedar Rapids (2011),Comedy,2011,3.20989010989011
84637,634,Gnomeo & Juliet (2011),Adventure|Animation|Children|Comedy|Fantasy|Romance,2011,2.6506309148264986
84772,3164,Paul (2011),Adventure|Comedy|Sci-Fi,2011,3.3893805309734515
84942,486,Drive Angry (2011),Action|Fantasy|Thriller,2011,2.6440329218106995
84944,3651,Rango (2011),Action|Adventure|Animation|Children|Comedy|Western,2011,3.3464804163242947
84950,278,Take Me Home Tonight (2011),Comedy|Drama,2011,3.102517985611511
84954,4842,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,2011,3.564332920280876
85020,1780,"Mechanic, The (2011)",Action|Drama|Thriller,2011,3.46376404494382
85022,864,Hall Pass (2011),Comedy,2011,2.756365740740741
85025,411,"Eagle, The (2011)",Adventure|Drama,2011,3.167883211678832
